AGI	ProbeID	Gene Symbol	Description	PLT1_FC	PLT2_FC	PLT3_FC	PLT4_FC	PLT5_FC	PLT7_FC	QC_1h_FC	QC_4h_FC	PLT1_p	PLT2_p	PLT3_p	PLT4_p	PLT5_p	PLT7_p	QC_1h_p	QC_4h_p	PLT1	PLT2	PLT3	PLT4	PLT5	PLT7	QC_1h_plt	QC_4h_plt
3395	AT5G05500	AT5G05500_at	MOP10	NA	-2.7	-1.4	-0.93	-1.1	-0.66	-2	-0.043	-0.34	3.0534777699901e-08	0.00954061764585525	0.00742001214322322	0.000369361017702213	0.0293788531206456	9.09755880328969e-07	0.998342219233687	0.231093637241626	-1	-1	0	-1	0	-1	0	0
3396	AT5G05560	AT5G05560_at	EMB2771	Arabidopsis thaliana E3 ubiquitin ligase	0.95	0.34	0.74	0.92	0.65	0.72	0.036	0.28	2.16169863179558e-05	0.111685519345736	0.00200019749585254	5.84028817751307e-05	0.00252167786206964	0.000356792045391273	0.998342219233687	0.232059553112639	1	0	0	1	0	0	0	0
3397	AT5G05600	AT5G05600_at	NA	NA	0.038	0.055	-1	-0.81	-0.86	-0.29	-0.16	0.16	0.886656909443242	0.788822044161072	0.00134874713931399	0.00220662136742951	0.00249116627321894	0.217905256988846	0.998342219233687	0.763385162319724	0	0	-1	0	0	0	0	0
3398	AT5G05640	AT5G05640_at	NA	NA	0.85	0.66	0.64	0.5	0.48	0.65	0.051	0.34	9.25664475619319e-06	0.0374777597701504	0.00150562982843093	0.00215747244399084	0.00544087293005754	0.000174191266701468	0.998342219233687	0.0554142863537599	1	0	0	0	0	0	0	0
3399	AT5G05730	AT5G05730_at	AMT1 ASA1 JDL1 TRP5 WEI2	ASA1 encodes the alpha subunit of anthranilate synthase, which catalyzes the rate-limiting step of tryptophan synthesis.  ASA1 is induced by ethylene, and forms a link between ethylene signalling and auxin synthesis in roots.	1.1	0.82	0.34	0.48	0.22	0.27	0.27	0.73	4.61452103855836e-05	0.00608593319558353	0.228751880504257	0.0339192822921681	0.418335309724038	0.217861899244546	0.998342219233687	0.00884679143472724	1	1	0	0	0	0	0	0
3400	AT5G05880	AT5G05880_at	NA	NA	0.2	0.5	1.3	1.4	1	0.38	0.013	-0.3	0.535734218066918	0.188702801142521	0.00177194696060071	0.000277951220496316	0.00539339737979201	0.227527639664491	0.998342219233687	0.166919028516434	0	0	1	1	0	0	0	0
3401	AT5G05890	AT5G05890_at	NA	NA	0.91	0.21	1.1	0.79	0.83	1	0.00022	-0.48	0.000551292318723233	0.45462938749021	0.00069726341643005	0.00298152385863895	0.00373084946134359	0.000278745087647499	0.999823047364149	0.0472375011729645	1	0	1	0	0	1	0	0
3402	AT5G05990	AT5G05990_at	NA	NA	1	0.41	0.87	1.1	0.65	1.1	0.062	0.68	2.31758000490808e-05	0.0404329048016044	0.00103442041638969	2.54724087353108e-05	0.00448263813436165	1.68201293878824e-05	0.998342219233687	0.0132087517020355	1	0	1	1	0	1	0	0
3403	AT5G06000	AT5G06000_at	ATEIF3G2 EIF3G2	One of the 2 genes that code for the G subunit of eukaryotic initiation factor 3 (EIF3).	0.83	0.61	0.67	0.89	0.61	0.67	0.28	0.48	6.42754193826204e-06	0.0384224795054569	0.00061409215772312	6.74458120333946e-06	0.000541541951178093	6.83567587599608e-05	0.998342219233687	0.0397753898532081	1	0	0	1	0	0	0	0
3404	AT5G06110	AT5G06110_at	NA	NA	0.76	0.43	0.6	1	0.62	0.79	0.2	0.43	9.99166953815308e-06	0.0576621317284703	0.00107100614327318	1.13096712923183e-06	0.000339013971180853	8.3181934695127e-06	0.998342219233687	0.0287680274308003	0	0	0	1	0	0	0	0
3405	AT5G06190	AT5G06190_at	NA	NA	1.3	0.43	0.63	0.68	0.49	0.37	0.095	-0.16	3.79651834742208e-07	0.0634064508559791	0.0043466869366421	0.000572954478571518	0.0114903801182857	0.0270950620874146	0.998342219233687	0.591172475260145	1	0	0	0	0	0	0	0
3406	AT5G06200	AT5G06200_at	CASP4	NA	-0.86	-1.4	-0.25	-0.33	-0.41	-0.36	-0.12	-0.2	4.58906417153654e-06	0.0118521698686643	0.150652155600086	0.0225416429544372	0.00999831351634942	0.010736770516078	0.998342219233687	0.466946544949573	-1	-1	0	0	0	0	0	0
3407	AT5G06210	AT5G06210_at	NA	NA	0.9	0.66	0.73	0.91	0.57	0.8	0.17	0.54	4.93778904825402e-06	0.0395467903601299	0.000485257139778364	9.77769621534095e-06	0.00139151051956077	1.90888180475209e-05	0.998342219233687	0.0164716157231004	1	0	0	1	0	0	0	0
3408	AT5G06250	AT5G06250_at	DPA4	NA	0.16	1.2	1.1	0.3	0.44	0.17	0.022	0.21	0.404115179344346	0.025808441885352	0.000138439881747662	0.126692523999422	0.0359460161483802	0.38770583778717	0.998342219233687	0.145476137629135	0	0	1	0	0	0	0	0
3409	AT5G06270	AT5G06270_at	NA	NA	-2.1	-0.76	-0.35	-0.83	-0.31	-0.97	-0.24	-1.7	1.7332969425226e-09	0.0261940983728964	0.0907009485405262	7.09909143759771e-05	0.0960356947883235	1.01351970102098e-05	0.998342219233687	0.00582363435364462	-1	0	0	-1	0	-1	0	-1
3410	AT5G06330	AT5G06330_at	NA	NA	-0.86	-0.77	-0.52	-0.44	-0.45	-0.74	0.22	-0.36	9.29186985959008e-05	0.0541924704071414	0.0248236252490821	0.0239229658317459	0.0325751359711212	0.000460015087897961	0.998342219233687	0.412549254498203	-1	0	0	0	0	0	0	0
3411	AT5G06430	AT5G06430_at	NA	NA	0.35	0.68	0.2	0.11	0.22	0.48	-0.0054	0.35	0.0235888175817065	0.0184336898635127	0.340424865922376	0.541198909686925	0.218630258703989	0.00385780389236294	0.998342219233687	0.0291760664610573	0	1	0	0	0	0	0	0
3412	AT5G06480	AT5G06480_at	NA	NA	1.4	0.78	0.83	0.97	0.57	1.2	0.18	0.56	1.93576526363198e-05	0.0132060841129292	0.0105974734520852	0.000940643558851928	0.0447680777233555	9.42497847323829e-05	0.998342219233687	0.035856985926663	1	1	0	1	0	1	0	0
3413	AT5G06530	AT5G06530_at	ABCG22 AtABCG22	NA	-1.6	-0.11	-0.52	-0.67	-0.79	-1.5	0.0064	-0.17	4.76547371167061e-07	0.577896449742718	0.0422945498939893	0.00307475705311515	0.00164083483508077	1.26973912242497e-06	0.998342219233687	0.423146320737005	-1	0	0	0	0	-1	0	0
3414	AT5G06550	AT5G06550_at	NA	NA	1.1	0.52	0.93	1	0.81	0.84	0.19	0.45	4.57983956880763e-06	0.0530265859036103	0.00029508675909799	2.36707544888479e-05	0.000426188661368169	8.4477660594811e-05	0.998342219233687	0.00794766478061417	1	0	1	1	1	1	0	0
3415	AT5G06570	AT5G06570_at	NA	NA	-0.3	-1.2	-0.14	0.13	0.032	-0.075	-0.16	0.27	0.0785967856740801	0.0136306356506072	0.580882499042999	0.507399321163269	0.908993731633115	0.710789049464786	0.998342219233687	0.309354665192506	0	-1	0	0	0	0	0	0
3416	AT5G06590	AT5G06590_at	NA	NA	0.87	0.11	0.29	0.51	0.45	0.75	0.19	0.29	5.46320895279566e-05	0.683747311040868	0.205929924539034	0.00821414404789069	0.025039915101821	0.00026452504832262	0.998342219233687	0.283428461580094	1	0	0	0	0	0	0	0
3417	AT5G06610	AT5G06610_at	NA	NA	-0.53	-0.092	-0.81	-0.77	-0.48	-0.31	-0.019	-0.39	0.00235623383527107	0.613142922680502	0.000599558029319863	0.000183392976684402	0.0118594581457805	0.0606524150660011	0.998342219233687	0.188073315428266	0	0	-1	0	0	0	0	0
3418	AT5G06640	AT5G06640_at	EXT10	NA	-1.3	-1.3	0.0093	-0.54	-0.0092	-0.74	-0.11	0.046	3.90468912951327e-05	0.00651917424026712	0.985245836148406	0.0446253871826154	0.983653573994458	0.00554355111592292	0.998342219233687	0.831805202650815	-1	-1	0	0	0	0	0	0
3419	AT5G06690	AT5G06690_at	WCRKC1	Encodes a thioredoxin (WCRKC1) localized in chloroplast stroma.  Contains a WCRKC motif.	0.59	0.28	0.66	1.3	0.91	2	-0.018	0.056	0.275501823806023	0.238968636400931	0.376228697230298	0.0264796922305643	0.146380120517995	0.000936586525005175	0.998342219233687	0.7242095910852	0	0	0	0	0	1	0	0
3420	AT5G06700	AT5G06700_at	TBR	Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication). A tbr mutant is impaired in its ability to deposit secondary wall cellulose in specific cell types, most notably in trichomes.	-0.95	-0.2	-0.41	-0.51	-0.3	-0.71	-0.25	-0.31	2.82259649323725e-05	0.192549972825424	0.0724173174051207	0.00909035989734593	0.148399296697741	0.000529996329491515	0.998342219233687	0.0765991732412903	-1	0	0	0	0	0	0	0
3421	AT5G06760	AT5G06760_at	AtLEA4-5 LEA4-5	Encodes LEA4-5, a member of the Late Embryogenesis Abundant (LEA) proteins which typically accumulate in response to low water availability conditions imposed during development or by the environment. Most of thediverse set of LEA proteins can be grouped according to properties such as high hydrophilicity and high content of glycine or other small amino acids in what  has been termed hydrophilins.  LEA4-5 protects enzyme activities from the adverse effects induced by freeze-thaw cycles in vitro.	-1.1	-0.28	-1.1	-1.4	-0.043	-1.2	-0.21	0.34	0.0003526323624403	0.283207975530991	0.00276259520925616	6.16429149615481e-05	0.922474627328189	0.00021139044327084	0.998342219233687	0.488036593207313	-1	0	0	-1	0	-1	0	0
3422	AT5G06790	AT5G06790_at	NA	NA	-0.059	-0.68	0.14	0.033	-0.075	0.015	-0.19	-0.18	0.643948116129348	0.0157185869295885	0.383134094102328	0.840162634576518	0.649820025470578	0.924693376541448	0.998342219233687	0.228433460171334	0	-1	0	0	0	0	0	0
3423	AT5G06910	AT5G06910_at	ATJ6	DnaJ homologue, contains J domain which is common in all known DnaJ proteins but missing G/F domain.	0.98	0.29	0.33	0.42	0.34	0.66	0.15	0.32	2.39163399831271e-05	0.198708320681586	0.155186060378788	0.0285049304602367	0.096049601477171	0.00106492815222604	0.998342219233687	0.135662717440512	1	0	0	0	0	0	0	0
3424	AT5G06930	AT5G06930_at	NA	NA	-2.3	-1.3	-1.1	-1.2	-1.1	-2	-0.17	-0.4	5.9268632553763e-08	0.00437525293585803	0.000989787777978453	0.000147804513322316	0.000445451297156374	4.0886846665743e-07	0.998342219233687	0.127885627543254	-1	-1	-1	-1	-1	-1	0	0
3425	AT5G06950	AT5G06950_at	AHBP-1B TGA2	Transcription factor of the B-ZIP family that has high affinity for C-box motifs. Interacts with NPR1 and may regulate PR gene expression. Phosphorylated by a CK2-like protein in vitro. Phosphorylation is enhanced by salicylic acid treatment.	0.91	0.26	0.58	0.17	0.11	0.79	-0.071	-0.22	1.01463018542316e-05	0.349702282961351	0.00507496974079288	0.32512927182101	0.578918326909327	5.56425463378107e-05	0.998342219233687	0.248115086869204	1	0	0	0	0	0	0	0
3426	AT5G06980	AT5G06980_at	NA	NA	-0.87	-1.1	-0.39	-0.91	-0.49	-1	-0.075	0.31	0.00887624557126086	0.00599015183779948	0.379067061373979	0.00994847393395655	0.194855762869459	0.00389424476660358	0.998342219233687	0.21921271715324	0	-1	0	0	0	0	0	0
3427	AT5G07000	AT5G07000_at	ATST2B ST2B	Encodes a member of the sulfotransferase family of proteins. Although it has 85% amino acid identity with ST2A (At5g07010), this protein is not able to transfer a sulfate group to 11- or 12-hydroxyjasmonic acid in vitro. It may be able to act on structurally related jasmonates.	-2.1	-0.75	-0.8	-0.98	-0.67	-2.1	0.091	0.32	1.67702361941496e-06	0.0209335906687782	0.0362632342269079	0.00380287570367528	0.0501523686959784	1.74460735172366e-06	0.998342219233687	0.054359873276719	-1	0	0	0	0	-1	0	0
3428	AT5G07010	AT5G07010_at	ATST2A ST2A	Encodes a sulfotransferase that acts specifically on 11- and 12-hydroxyjasmonic acid. Transcript levels for this enzyme are increased by treatments with jasmonic acid (JA), 12-hydroxyJA, JA-isoleucine, and 12-oxyphytodienoic acid (a JA precursor).	-0.87	-0.026	0.43	1.4	0.28	-1.4	0.22	0.54	0.00030988508548031	0.957679370261919	0.104060846145434	7.65902512702586e-06	0.250870277227981	2.69022252682496e-06	0.998342219233687	0.042550024217803	-1	0	0	1	0	-1	0	0
3429	AT5G07030	AT5G07030_at	NA	NA	-1.7	-0.35	-0.57	-0.63	-0.67	-0.8	0.063	-0.24	2.84060026747557e-08	0.134322146273202	0.00768130047017011	0.000951268846346924	0.0011323372858291	7.89642537988781e-05	0.998342219233687	0.102344192133763	-1	0	0	0	0	0	0	0
3430	AT5G07040	AT5G07040_at	NA	NA	1.7	1.9	1.6	0.46	1.2	1.7	0.45	1	5.44051010596835e-05	0.00623166898565926	0.000712455993616547	0.209680219477592	0.00306665317047947	5.46259348288122e-05	0.444368985000933	0.00133339348101011	1	1	1	0	0	1	0	1
3431	AT5G07080	AT5G07080_at	NA	NA	-1.1	-0.91	-0.73	-0.77	-0.37	-0.89	-0.23	-0.21	5.28880512463221e-06	0.00498672293658137	0.00281706784578415	0.000400361623503261	0.0710558475421472	6.81995002158247e-05	0.998342219233687	0.24641090868658	-1	-1	0	0	0	-1	0	0
3432	AT5G07110	AT5G07110_at	PRA1.B6	NA	-2.6	-1.2	-1.5	-1.7	-1.1	-2.8	-0.14	-0.81	1.08112939056092e-08	0.00617237090925462	7.63910638386093e-05	2.2718668942149e-06	0.000330178203691436	1.04402551325083e-08	0.998342219233687	0.0251524682615128	-1	-1	-1	-1	-1	-1	0	-1
3433	AT5G07220	AT5G07220_at	ATBAG3 BAG3	A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development.	-2.1	-0.84	-0.9	-1.3	-0.71	-2.2	-0.1	-0.56	1.04958825135171e-07	0.0105715679924932	0.00399873647299237	4.28271695520558e-05	0.0100981733461619	9.27710028668729e-08	0.998342219233687	0.0463295267291095	-1	-1	0	-1	0	-1	0	0
3434	AT5G07280	AT5G07280_at	EMS1 EXS	Encodes EMS1 (EXCESS MICROSPOROCYTES1), a putative leucine-rich repeat receptor protein kinase that controls somatic and reproductive cell fates in Arabidopsis anther.	-0.17	-0.8	-0.14	-0.25	-0.21	-0.15	-0.41	-0.29	0.193563804136749	0.0122748021074169	0.443806487726844	0.0747423443175249	0.170633586490895	0.26195040272134	0.998342219233687	0.315557037831292	0	-1	0	0	0	0	0	0
3435	AT5G07290	AT5G07290_at	AML4 ML4	AML4  A member of mei2-like gene family, predominantly plant-based family of genes encoding RNA binding proteins with characteristic presence of a highly conserved RNA binding motif first described in the mei2 gene of the fission yeast S. pombe. In silico analyses reveal nine mei2 -like genes in A. thaliana. They were grouped into four distinct clades, based on overall sequence similarity and subfamily-specific sequence elements. AML4 is a member of two sister clades of mei2-like gene family, AML1 through AML5, and belongs to the clade named ALM14. AML4 is expressed during embryo development (heart and torpedo stage) and in vegetative and floral apices.	0.95	0.02	0.0067	0.2	0.18	1	-0.082	0.095	5.90153125632142e-07	0.943028774908437	0.978369017037277	0.121976357079148	0.21187811634726	3.86945870952009e-07	0.998342219233687	0.682301626424285	1	0	0	0	0	1	0	0
3436	AT5G07460	AT5G07460_at	ATMSRA2 PMSR2	ubiquitous enzyme that repairs oxidatively damaged proteins. Methionine sulfoxide reductase activity. Mutant lacking reductase activity showed increased protein oxidation, nitration and glycation of specific amino acid residues during darkness.	0.23	0.18	1.3	0.59	0.93	-0.16	0.19	0.32	0.125812046237961	0.481367100950499	5.29810420580007e-06	0.000912911730423877	4.4556951602611e-05	0.306455343688303	0.998342219233687	0.0729373188740243	0	0	1	0	1	0	0	0
3437	AT5G07680	AT5G07680_at	ANAC079 ANAC080 ATNAC4 NAC080	NA	-1.1	-0.88	-0.67	-0.59	-0.5	-0.88	-0.067	0.085	5.66052591804675e-06	0.00948394025213632	0.00350700833522656	0.00240645609135578	0.0115170286269556	4.82189422417169e-05	0.998342219233687	0.589400648940412	-1	-1	0	0	0	-1	0	0
3438	AT5G07770	AT5G07770_at	NA	NA	-0.51	-0.78	-0.29	-0.34	-0.18	-0.36	-0.12	-0.22	0.00373408138718834	0.0083830443386452	0.168520108803329	0.0522379256244927	0.389857503671567	0.0312179916940318	0.998342219233687	0.240447816250823	0	-1	0	0	0	0	0	0
3439	AT5G07800	AT5G07800_at	NA	NA	1.2	1.4	0.6	0.14	0.1	1.5	0.13	-0.15	7.47741346014964e-08	0.00978296681030707	0.000857596488314913	0.324265311704974	0.544366240593605	1.06572698600141e-08	0.998342219233687	0.470830193097278	1	1	0	0	0	1	0	0
3440	AT5G07820	AT5G07820_at	NA	NA	-0.97	-0.74	-0.68	-0.8	-0.44	-1.1	-0.33	-0.65	2.12838823023945e-05	0.041273563857644	0.00426097277779643	0.000261905704550679	0.0314944076496637	8.59885237820421e-06	0.998342219233687	0.0140672872629017	-1	0	0	0	0	-1	0	0
3441	AT5G07910	AT5G07910_at	NA	NA	1.8	0.69	0.34	-0.021	-0.018	0.86	0.46	0.57	3.86554232286597e-06	0.0168744318315733	0.369616065498756	0.957580107294182	0.9720066885282	0.00388288617433022	0.37734514996643	0.0133461280090124	1	1	0	0	0	0	0	0
3442	AT5G08020	AT5G08020_at	ATRPA70B RPA70B	Encodes a homolog of Replication Protein A. rpa70b mutants are hypersensitive to UV-B radiation and MMS treatments suggesting a role for this protein in DNA damage repair.	0.37	-0.26	0.5	0.4	0.66	0.91	0.1	-0.055	0.15040977404904	0.134992372918452	0.135992333102189	0.157168417915676	0.02925550780443	0.00172132148738169	0.998342219233687	0.811011690449651	0	0	0	0	0	1	0	0
3443	AT5G08100	AT5G08100_at	ASPGA1	NA	0.75	0.17	0.33	0.64	0.37	0.84	0.033	-0.14	0.000343138517808361	0.315280970038834	0.164824357195205	0.00227099217252897	0.0769827726294023	0.000157323228021471	0.998342219233687	0.364677163025518	0	0	0	0	0	1	0	0
3444	AT5G08130	AT5G08130_at	BIM1	Arabidopsis thaliana basic helix-loop-helix (bHLH) family protein involved in brassinosteroid signaling. It synergistically interacts with BES1 to bind to E box sequences (CANNTG).	-1.1	-0.41	-0.56	-0.65	-0.62	-0.71	-0.33	-0.64	3.78812185087578e-07	0.0303205979033339	0.00233046318771892	0.000126297216084873	0.000454251386624154	3.6416125823781e-05	0.998342219233687	0.0572490707373064	-1	0	0	0	0	0	0	0
3445	AT5G08180	AT5G08180_at	NA	NA	1	0.44	0.92	1.1	0.83	0.9	0.24	0.61	3.00554985574478e-07	0.0328522204632308	1.92224670873235e-05	5.26414109379332e-07	1.81363094720674e-05	1.24826700289131e-06	0.998342219233687	0.0241282718811573	1	0	1	1	1	1	0	0
3446	AT5G08240	AT5G08240_at	NA	NA	-1	-1.1	-0.74	-0.43	-0.63	-1.1	-0.19	-0.083	3.24243207589614e-05	0.0289853956025432	0.00388239618057595	0.0353547130634488	0.00579556699734034	1.86777925969489e-05	0.998342219233687	0.60228373978327	-1	0	0	0	0	-1	0	0
3447	AT5G08260	AT5G08260_at	scpl35	NA	2.1	1.7	2.9	3	2.5	3.1	0.24	0.2	2.52516313657205e-09	0.0017805166488145	2.46851170119064e-09	3.83505660849144e-10	3.11632210085974e-09	1.65677706491959e-10	0.998342219233687	0.333431948611308	1	1	1	1	1	1	0	0
3448	AT5G08330	AT5G08330_at	AtTCP11 TCP11	NA	-2.5	-0.82	-1.5	-1.1	-0.9	-2.3	-0.21	0.12	1.2765902805107e-07	0.00525868865657509	0.00031179159380699	0.00101697969300055	0.00798444528701049	4.88492801414223e-07	0.998342219233687	0.470830193097278	-1	-1	-1	-1	0	-1	0	0
3449	AT5G08350	AT5G08350_at	NA	NA	-1.8	-1.2	-1.7	-1.5	-1.3	-2	0.2	-0.023	1.84066514773604e-05	0.00317591227234674	0.000482028575520723	0.000179877606613682	0.00180252333614129	1.10522268615492e-05	0.998342219233687	0.945117841598581	-1	-1	-1	-1	-1	-1	0	0
3450	AT5G08370	AT5G08370_at	AGAL2 AtAGAL2	NA	-1.5	-0.74	-0.053	-0.27	-0.31	-0.63	0.15	-0.35	1.54924538334123e-07	0.0114440894307829	0.85851953940987	0.128615586780973	0.102676579665237	0.000850586074400952	0.998342219233687	0.122165103666826	-1	-1	0	0	0	0	0	0
3451	AT5G08380	AT5G08380_at	AGAL1 AtAGAL1	NA	0.41	0.48	0.081	0.87	0.89	-0.16	-0.16	-0.11	0.00243144083262707	0.0505528526987966	0.681402881395368	4.37075108893098e-06	1.17860399390265e-05	0.227587824480597	0.998342219233687	0.813529981842136	0	0	0	1	1	0	0	0
3452	AT5G08400	AT5G08400_at	NA	NA	0.93	0.14	0.74	0.88	0.71	1	-0.029	0.24	2.35844193870609e-06	0.368104798809346	0.000300762885984705	8.97118536016655e-06	0.000199452354526375	1.33361619661142e-06	0.998342219233687	0.3447806568378	1	0	0	1	0	1	0	0
3453	AT5G08565	AT5G08565_at	NA	NA	1.1	0.29	1	0.74	0.52	1	-0.025	0.057	3.45296973945862e-05	0.130080785028022	0.000875811259975263	0.00275970998290495	0.0377968040586331	0.000115271881014696	0.998342219233687	0.854940687951889	1	0	1	0	0	1	0	0
3454	AT5G08590	AT5G08590_at	ASK2 SNRK2-1 SNRK2.1 SRK2G	Encodes a member of SNF1-related protein kinases (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily.	0.75	0.41	0.59	0.26	0.35	0.84	0.065	-0.23	1.89393148435701e-06	0.0710642166002463	0.000273072675855384	0.0258584497292748	0.00696878747010174	7.35935935737504e-07	0.998342219233687	0.230726698079265	0	0	0	0	0	1	0	0
3455	AT5G08600	AT5G08600_at	NA	NA	1.7	0.46	0.93	1.5	0.64	0.8	-0.14	0.035	9.65842908010097e-05	0.119311742487483	0.0431145111864062	0.000485776288587324	0.125365069296629	0.0314633717636435	0.998342219233687	0.844186486816513	1	0	0	1	0	0	0	0
3456	AT5G08620	AT5G08620_at	ATRH25 STRS2	Similar in sequence to DEAD-box RNA helicases. Binds RNA. Involved in drought, salt and cold stress responses.	1.2	0.62	1	1.3	1	1.3	0.15	0.71	7.40771875670689e-07	0.0262207997261038	7.52027776621332e-05	6.54581198939868e-07	3.35834509619129e-05	4.49990506350534e-07	0.998342219233687	0.00245757339901198	1	0	1	1	1	1	0	0
3457	AT5G08640	AT5G08640_at	ATFLS1 FLS FLS1	Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols.	-1.8	-0.36	-0.6	0.13	0.15	-0.39	-0.26	-0.48	0.000124739020594558	0.19481489930698	0.232762263614512	0.801580447304451	0.789898786306007	0.33902992299108	0.998342219233687	0.297791192215199	-1	0	0	0	0	0	0	0
3458	AT5G09220	AT5G09220_at	AAP2	member of AAAP family	-2	-1.1	-1.3	-1.2	-1.2	-2	0.037	0.012	7.47549883499867e-06	0.0041157842399287	0.00467220686332541	0.00243711879670749	0.00366911666865159	1.1793074434964e-05	0.998342219233687	0.972597078176697	-1	-1	0	0	0	-1	0	0
3459	AT5G09240	AT5G09240_at	NA	NA	0.9	0.23	0.3	0.33	0.33	0.7	0.068	0.25	0.00109838003445799	0.344430044067611	0.375741758236586	0.228488454827835	0.269427390619555	0.00785991214139457	0.998342219233687	0.357765503640992	1	0	0	0	0	0	0	0
3460	AT5G09250	AT5G09250_at	KIWI	putative transcriptional co-activator (KIWI) mRNA, complete	1.1	0.28	0.3	0.82	0.49	0.89	0.16	0.48	4.57076580350265e-05	0.110788968052597	0.320424255929566	0.00160715409114866	0.0542823836041325	0.000535057716041091	0.998342219233687	0.131782043779942	1	0	0	1	0	1	0	0
3461	AT5G09270	AT5G09270_at	NA	NA	1	0.47	0.84	0.75	0.94	0.99	-0.0017	0.15	8.43175306435043e-07	0.0495989936585963	0.000130101127506465	5.32489807376009e-05	1.95873476389009e-05	1.92397113756181e-06	0.998864964929684	0.315573617547387	1	0	1	0	1	1	0	0
3462	AT5G09300	AT5G09300_at	NA	NA	0.88	0.38	0.43	0.58	0.2	-0.088	0.07	0.36	6.09904434786383e-05	0.120836658395842	0.0550515681551524	0.00385312986882433	0.350135492546077	0.667911715749681	0.998342219233687	0.131398352179793	1	0	0	0	0	0	0	0
3463	AT5G09380	AT5G09380_at	NA	NA	1.2	0.56	0.77	1.2	0.63	0.28	0.41	0.56	1.51120732906067e-08	0.02705141868532	2.64728358145503e-05	6.09504546113991e-08	6.31879162435747e-05	0.0115400352484052	0.332494778255357	0.00847297556122445	1	0	0	1	0	0	0	0
3464	AT5G09420	AT5G09420_at	AtmtOM64 ATTOC64-V MTOM64 OM64 TOC64-V	NA	1.9	0.92	1.3	1.6	1.8	1.8	0.22	0.87	2.92808017878259e-09	0.00744271256956027	6.17239843545228e-06	6.50298823418086e-08	5.42657917581505e-08	7.81147788885997e-09	0.998342219233687	0.00379074007647223	1	1	1	1	1	1	0	1
3465	AT5G09440	AT5G09440_at	EXL4	NA	0.87	0.8	0.069	-0.14	0.2	0.76	0.39	0.39	2.5676159205854e-05	0.0119955115624169	0.801364868062897	0.449787906812877	0.29169531922276	0.000123920801706742	0.998342219233687	0.101176668722558	1	1	0	0	0	0	0	0
3466	AT5G09450	AT5G09450_at	NA	NA	0.69	-0.039	0.56	0.25	0.25	0.93	-0.016	-0.42	6.54068055388015e-05	0.893923520069643	0.00323777120962905	0.0990585323361857	0.127955871248675	3.52700793029722e-06	0.998342219233687	0.0459009947505475	0	0	0	0	0	1	0	0
3467	AT5G09460	AT5G09460_at	NA	NA	-1.1	-0.48	-0.52	-0.33	-0.48	-0.92	-0.023	-0.076	1.93045746249057e-08	0.0219423501836495	0.000434446176354512	0.00332161913495176	0.000319890576138236	1.11285315910659e-07	0.998342219233687	0.676098395582325	-1	0	0	0	0	-1	0	0
3468	AT5G09461	AT5G09461_at	CPuORF43	Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF43 represents a conserved upstream opening reading frame relative to major ORF AT5G09460.1	-1.1	NA	-0.52	-0.33	-0.48	-0.92	-0.023	-0.076	1.93045746249057e-08	NA	0.000434446176354512	0.00332161913495176	0.000319890576138236	1.11285315910659e-07	0.998342219233687	0.676098395582325	-1	NA	0	0	0	-1	0	0
3469	AT5G09462	AT5G09462_at	CPuORF42	Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF42 represents a conserved upstream opening reading frame relative to major ORF AT5G09460.1	-1.1	NA	-0.52	-0.33	-0.48	-0.92	-0.023	-0.076	1.93045746249057e-08	NA	0.000434446176354512	0.00332161913495176	0.000319890576138236	1.11285315910659e-07	0.998342219233687	0.676098395582325	-1	NA	0	0	0	-1	0	0
3470	AT5G09463	AT5G09463_at	CPuORF41	Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF41 represents a conserved upstream opening reading frame relative to major ORF AT5G09460.1	-1.1	NA	-0.52	-0.33	-0.48	-0.92	-0.023	-0.076	1.93045746249057e-08	NA	0.000434446176354512	0.00332161913495176	0.000319890576138236	1.11285315910659e-07	0.998342219233687	0.676098395582325	-1	NA	0	0	0	-1	0	0
