gen.id	name	id
AT4G25230	ubiquitin-dependent protein catabolic process	GO:0006511
AT4G25230	protein ubiquitination	GO:0016567
AT4G25230	positive regulation of plant-type hypersensitive response	GO:0034052
AT4G25250	negative regulation of catalytic activity	GO:0043086
AT4G25250	regulation of root development	GO:2000280
AT4G25260	shade avoidance	GO:0009641
AT4G25260	negative regulation of catalytic activity	GO:0043086
AT4G25280	nucleoside triphosphate biosynthetic process	GO:0009142
AT4G25280	AMP metabolic process	GO:0046033
AT4G25290	response to red or far red light	GO:0009639
AT4G25290	response to light intensity	GO:0009642
AT4G25290	plant-type secondary cell wall biogenesis	GO:0009834
AT4G25290	cellular lipid metabolic process	GO:0044255
AT4G25290	negative regulation of cellular process	GO:0048523
AT4G25300	response to light stimulus	GO:0009416
AT4G25310	biological_process	GO:0008150
AT4G25315	biological_process	GO:0008150
AT4G25320	xylem and phloem pattern formation	GO:0010051
AT4G25320	xylem development	GO:0010089
AT4G25330	tissue development	GO:0009888
AT4G25330	flower development	GO:0009908
AT4G25330	shoot system development	GO:0048367
AT4G25340	nucleosome assembly	GO:0006334
AT4G25360	cell morphogenesis	GO:0000902
AT4G25360	lipid metabolic process	GO:0006629
AT4G25360	organelle organization	GO:0006996
AT4G25360	protein localization	GO:0008104
AT4G25360	plant-type cell wall organization	GO:0009664
AT4G25360	cell development	GO:0048468
AT4G25360	pollen tube development	GO:0048868
AT4G25360	establishment of localization in cell	GO:0051649
AT4G25360	plant-type cell wall organization or biogenesis	GO:0071669
AT4G25360	organic hydroxy compound metabolic process	GO:1901615
AT4G25370	biological_process	GO:0008150
AT4G25390	protein phosphorylation	GO:0006468
AT4G25390	signal transduction	GO:0007165
AT4G25390	response to water deprivation	GO:0009414
AT4G25390	response to lipid	GO:0033993
AT4G25390	root development	GO:0048364
AT4G25390	cellular response to organic substance	GO:0071310
AT4G25390	response to alcohol	GO:0097305
AT4G25390	cellular response to oxygen-containing compound	GO:1901701
AT4G25410	regulation of DNA-templated transcription	GO:0006355
AT4G25410	regulation of transcription by RNA polymerase II	GO:0006357
AT4G25420	response to light stimulus	GO:0009416
AT4G25420	gibberellin biosynthetic process	GO:0009686
AT4G25420	response to gibberellin	GO:0009739
AT4G25420	gibberellic acid mediated signaling pathway	GO:0009740
AT4G25420	unidimensional cell growth	GO:0009826
AT4G25420	flower development	GO:0009908
AT4G25420	leaf development	GO:0048366
AT4G25420	short-day photoperiodism, flowering	GO:0048575
AT4G25430	biological_process	GO:0008150
AT4G25433	response to osmotic stress	GO:0006970
AT4G25433	response to water deprivation	GO:0009414
AT4G25433	response to light stimulus	GO:0009416
AT4G25433	response to fungus	GO:0009620
AT4G25433	response to abscisic acid	GO:0009737
AT4G25433	secondary metabolic process	GO:0019748
AT4G25433	defense response to bacterium	GO:0042742
AT4G25433	carboxylic acid biosynthetic process	GO:0046394
AT4G25433	glycosyl compound metabolic process	GO:1901657
AT4G25434	biological_process	GO:0008150
AT4G25440	regulation of developmental process	GO:0050793
AT4G25450	transmembrane transport	GO:0055085
AT4G25470	regulation of DNA-templated transcription	GO:0006355
AT4G25470	response to cold	GO:0009409
AT4G25470	cold acclimation	GO:0009631
AT4G25480	regulation of DNA-templated transcription	GO:0006355
AT4G25480	response to cold	GO:0009409
AT4G25480	response to water deprivation	GO:0009414
AT4G25480	cold acclimation	GO:0009631
AT4G25480	positive regulation of gene expression	GO:0010628
AT4G25490	response to cold	GO:0009409
AT4G25490	response to water deprivation	GO:0009414
AT4G25490	cold acclimation	GO:0009631
AT4G25490	positive regulation of DNA-templated transcription	GO:0045893
AT4G25500	mRNA splicing, via spliceosome	GO:0000398
AT4G25500	RNA splicing	GO:0008380
AT4G25500	primary miRNA processing	GO:0031053
AT4G25515	negative regulation of transcription by RNA polymerase II	GO:0000122
AT4G25515	positive regulation of transcription by RNA polymerase II	GO:0045944
AT4G25520	negative regulation of transcription by RNA polymerase II	GO:0000122
AT4G25520	embryo development ending in seed dormancy	GO:0009793
AT4G25520	positive regulation of transcription by RNA polymerase II	GO:0045944
AT4G25520	regulation of response to osmotic stress	GO:0047484
AT4G25520	gynoecium development	GO:0048467
AT4G25520	plant ovule development	GO:0048481
AT4G25520	negative regulation of response to salt stress	GO:1901001
AT4G25530	regulation of gene expression by genomic imprinting	GO:0006349
AT4G25530	positive regulation of flower development	GO:0009911
AT4G25530	gene silencing by RNA	GO:0031047
AT4G25540	mismatch repair	GO:0006298
AT4G25540	mitotic recombination	GO:0006312
AT4G25550	rRNA processing	GO:0006364
AT4G25550	mRNA polyadenylation	GO:0006378
AT4G25550	mRNA processing	GO:0006397
AT4G25560	response to red or far red light	GO:0009639
AT4G25560	far-red light signaling pathway	GO:0010018
AT4G25560	positive regulation of DNA-templated transcription	GO:0045893
AT4G25570	sulfur compound metabolic process	GO:0006790
AT4G25570	response to water	GO:0009415
AT4G25570	response to light stimulus	GO:0009416
AT4G25570	response to abscisic acid	GO:0009737
AT4G25570	hormone-mediated signaling pathway	GO:0009755
AT4G25570	carboxylic acid biosynthetic process	GO:0046394
AT4G25570	cell wall organization or biogenesis	GO:0071554
AT4G25580	response to stress	GO:0006950
AT4G25580	response to abscisic acid	GO:0009737
AT4G25590	actin filament depolymerization	GO:0030042
AT4G25600	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	GO:0018401
AT4G25610	response to temperature stimulus	GO:0009266
AT4G25620	response to hypoxia	GO:0001666
AT4G25620	response to temperature stimulus	GO:0009266
AT4G25620	response to abscisic acid	GO:0009737
AT4G25620	hormone-mediated signaling pathway	GO:0009755
AT4G25620	response to chitin	GO:0010200
AT4G25620	regulation of defense response	GO:0031347
AT4G25620	defense response to other organism	GO:0098542
AT4G25620	cellular response to oxygen-containing compound	GO:1901701
AT4G25630	box C/D RNA 3'-end processing	GO:0000494
AT4G25630	RNA methylation	GO:0001510
AT4G25630	rRNA processing	GO:0006364
AT4G25630	rRNA methylation	GO:0031167
AT4G25630	histone glutamine methylation	GO:1990258
AT4G25640	pollen development	GO:0009555
AT4G25640	flavonoid metabolic process	GO:0009812
AT4G25640	flavonoid biosynthetic process	GO:0009813
AT4G25640	anther dehiscence	GO:0009901
AT4G25640	xenobiotic detoxification by transmembrane export across the plasma membrane	GO:1990961
AT4G25650	terpenoid metabolic process	GO:0006721
AT4G25650	response to osmotic stress	GO:0006970
AT4G25650	response to temperature stimulus	GO:0009266
AT4G25650	response to water deprivation	GO:0009414
AT4G25650	response to light stimulus	GO:0009416
AT4G25650	response to abscisic acid	GO:0009737
AT4G25650	organic substance catabolic process	GO:1901575
AT4G25660	protein deubiquitination	GO:0016579
AT4G25660	protein modification by small protein removal	GO:0070646
AT4G25670	response to cold	GO:0009409
AT4G25670	response to water deprivation	GO:0009414
AT4G25670	response to wounding	GO:0009611
AT4G25670	response to salt stress	GO:0009651
AT4G25670	abscisic acid-activated signaling pathway	GO:0009738
AT4G25670	response to organonitrogen compound	GO:0010243
AT4G25670	regulation of defense response	GO:0031347
AT4G25670	defense response to other organism	GO:0098542
AT4G25680	protein deubiquitination	GO:0016579
AT4G25680	protein modification by small protein removal	GO:0070646
AT4G25690	organic acid metabolic process	GO:0006082
AT4G25690	response to abscisic acid	GO:0009737
AT4G25690	response to inorganic substance	GO:0010035
AT4G25690	cellular lipid metabolic process	GO:0044255
AT4G25700	carotene metabolic process	GO:0016119
AT4G25700	xanthophyll biosynthetic process	GO:0016123
AT4G25710	biological_process	GO:0008150
AT4G25720	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase	GO:0017186
AT4G25730	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000463
AT4G25730	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000466
AT4G25730	RNA methylation	GO:0001510
AT4G25730	rRNA methylation	GO:0031167
AT4G25730	methylation	GO:0032259
AT4G25740	cellular component biogenesis	GO:0044085
AT4G25760	regulation of amino acid export	GO:0080143
AT4G25770	defense response	GO:0006952
AT4G25770	response to wounding	GO:0009611
AT4G25770	response to bacterium	GO:0009617
AT4G25770	jasmonic acid mediated signaling pathway	GO:0009867
AT4G25770	organic acid biosynthetic process	GO:0016053
AT4G25770	monocarboxylic acid metabolic process	GO:0032787
AT4G25770	cellular lipid metabolic process	GO:0044255
AT4G25780	response to water	GO:0009415
AT4G25780	response to light stimulus	GO:0009416
AT4G25780	regulation of developmental growth	GO:0048638
AT4G25780	regulation of multicellular organismal process	GO:0051239
AT4G25780	regulation of reproductive process	GO:2000241
AT4G25790	biological_process	GO:0008150
AT4G25800	regulation of salicylic acid biosynthetic process	GO:0080142
AT4G25810	signal transduction	GO:0007165
AT4G25810	response to abscisic acid	GO:0009737
AT4G25810	xyloglucan metabolic process	GO:0010411
AT4G25810	cell wall biogenesis	GO:0042546
AT4G25810	cellular response to organic substance	GO:0071310
AT4G25820	xyloglucan metabolic process	GO:0010411
AT4G25820	cell differentiation	GO:0030154
AT4G25820	cell wall biogenesis	GO:0042546
AT4G25820	root development	GO:0048364
AT4G25820	developmental growth	GO:0048589
AT4G25820	plant epidermis development	GO:0090558
AT4G25830	response to light stimulus	GO:0009416
AT4G25835	porphyrin-containing compound metabolic process	GO:0006778
AT4G25835	tetrapyrrole biosynthetic process	GO:0033014
AT4G25840	glycerol biosynthetic process	GO:0006114
AT4G25840	dephosphorylation	GO:0016311
AT4G25845	biological_process	GO:0008150
AT4G25870	biological_process	GO:0008150
AT4G25880	post-transcriptional regulation of gene expression	GO:0010608
AT4G25890	translational elongation	GO:0006414
AT4G25900	immune system process	GO:0002376
AT4G25900	carbohydrate metabolic process	GO:0005975
AT4G25900	response to salicylic acid	GO:0009751
AT4G25900	response to inorganic substance	GO:0010035
AT4G25900	regulation of defense response	GO:0031347
AT4G25900	defense response to bacterium	GO:0042742
AT4G25900	developmental growth	GO:0048589
AT4G25900	defense response to fungus	GO:0050832
AT4G25910	chloroplast organization	GO:0009658
AT4G25910	iron-sulfur cluster assembly	GO:0016226
AT4G25910	photosystem I assembly	GO:0048564
AT4G25910	protein maturation by iron-sulfur cluster transfer	GO:0097428
AT4G25920	biological_process	GO:0008150
AT4G25940	vesicle budding from membrane	GO:0006900
AT4G25940	clathrin coat assembly	GO:0048268
AT4G25940	clathrin-dependent endocytosis	GO:0072583
AT4G25960	transmembrane transport	GO:0055085
AT4G25970	phosphatidylethanolamine biosynthetic process	GO:0006646
AT4G25990	regulation of DNA-templated transcription	GO:0006355
AT4G26000	RNA processing	GO:0006396
AT4G26000	mRNA transcription	GO:0009299
AT4G26000	regulation of gene expression	GO:0010468
AT4G26000	shoot system development	GO:0048367
AT4G26000	gynoecium development	GO:0048467
AT4G26000	negative regulation of short-day photoperiodism, flowering	GO:0048577
AT4G26000	negative regulation of long-day photoperiodism, flowering	GO:0048579
AT4G26010	response to stress	GO:0006950
AT4G26010	response to oxidative stress	GO:0006979
AT4G26020	intercellular transport	GO:0010496
AT4G26020	intracellular transport	GO:0046907
AT4G26050	mRNA cis splicing, via spliceosome	GO:0045292
AT4G26060	signal transduction	GO:0007165
AT4G26070	MAPK cascade	GO:0000165
AT4G26070	response to molecule of bacterial origin	GO:0002237
AT4G26070	protein phosphorylation	GO:0006468
AT4G26070	response to water deprivation	GO:0009414
AT4G26070	response to wounding	GO:0009611
AT4G26070	pollen-pistil interaction	GO:0009875
AT4G26070	response to hydrogen peroxide	GO:0042542
AT4G26070	defense response to bacterium	GO:0042742
AT4G26070	defense response to other organism	GO:0098542
AT4G26080	protein dephosphorylation	GO:0006470
AT4G26080	response to heat	GO:0009408
AT4G26080	response to cold	GO:0009409
AT4G26080	response to abscisic acid	GO:0009737
AT4G26080	regulation of abscisic acid-activated signaling pathway	GO:0009787
AT4G26080	negative regulation of abscisic acid-activated signaling pathway	GO:0009788
AT4G26080	regulation of stomatal movement	GO:0010119
AT4G26080	peptidyl-threonine dephosphorylation	GO:0035970
AT4G26090	defense response	GO:0006952
AT4G26090	plant-type hypersensitive response	GO:0009626
AT4G26090	detection of bacterium	GO:0016045
AT4G26090	defense response to bacterium	GO:0042742
AT4G26100	endocytosis	GO:0006897
AT4G26100	signal transduction	GO:0007165
AT4G26100	peptidyl-serine phosphorylation	GO:0018105
AT4G26110	double-strand break repair via homologous recombination	GO:0000724
AT4G26110	DNA repair	GO:0006281
AT4G26110	nucleosome assembly	GO:0006334
AT4G26110	cell population proliferation	GO:0008283
AT4G26110	somatic cell DNA recombination	GO:0016444
AT4G26110	cell differentiation	GO:0030154
AT4G26130	sulfur compound metabolic process	GO:0006790
AT4G26130	response to water deprivation	GO:0009414
AT4G26140	carbohydrate metabolic process	GO:0005975
AT4G26140	porphyrin-containing compound metabolic process	GO:0006778
AT4G26140	lipid biosynthetic process	GO:0008610
AT4G26140	response to water	GO:0009415
AT4G26140	response to light stimulus	GO:0009416
AT4G26140	response to abscisic acid	GO:0009737
AT4G26140	tissue development	GO:0009888
AT4G26140	root morphogenesis	GO:0010015
AT4G26140	carboxylic acid metabolic process	GO:0019752
AT4G26140	cellular catabolic process	GO:0044248
AT4G26140	developmental growth	GO:0048589
AT4G26140	anatomical structure maturation	GO:0071695
AT4G26140	organonitrogen compound catabolic process	GO:1901565
AT4G26140	meiotic cell cycle process	GO:1903046
AT4G26150	regulation of DNA-templated transcription	GO:0006355
AT4G26150	circadian rhythm	GO:0007623
AT4G26150	response to light stimulus	GO:0009416
AT4G26150	chloroplast organization	GO:0009658
AT4G26150	response to auxin	GO:0009733
AT4G26150	response to cytokinin	GO:0009735
AT4G26150	cytokinin-activated signaling pathway	GO:0009736
AT4G26150	response to gibberellin	GO:0009739
AT4G26150	gibberellic acid mediated signaling pathway	GO:0009740
AT4G26150	negative regulation of flower development	GO:0009910
AT4G26150	negative regulation of gibberellic acid mediated signaling pathway	GO:0009938
AT4G26150	regulation of seed germination	GO:0010029
AT4G26150	response to red light	GO:0010114
AT4G26150	chloroplast elongation	GO:0010151
AT4G26150	response to nitrate	GO:0010167
AT4G26150	negative regulation of seed germination	GO:0010187
AT4G26150	regulation of chlorophyll biosynthetic process	GO:0010380
AT4G26150	regulation of gene expression	GO:0010468
AT4G26150	regulation of carbohydrate utilization	GO:0043610
AT4G26150	regulation of seed development	GO:0080050
AT4G26150	plant organ senescence	GO:0090693
AT4G26150	positive regulation of chlorophyll biosynthetic process	GO:1902326
AT4G26150	regulation of photoperiodism, flowering	GO:2000028
AT4G26160	regulation of photosynthesis	GO:0010109
AT4G26160	cell redox homeostasis	GO:0045454
AT4G26160	detection of redox state	GO:0051776
AT4G26180	transmembrane transport	GO:0055085
AT4G26180	mitochondrial coenzyme A transmembrane transport	GO:1990559
AT4G26190	seed development	GO:0048316
AT4G26190	shoot system development	GO:0048367
AT4G26190	negative regulation of cellular process	GO:0048523
AT4G26190	regulation of developmental process	GO:0050793
AT4G26190	regulation of reproductive process	GO:2000241
AT4G26200	cellular amino acid metabolic process	GO:0006520
AT4G26200	ethylene biosynthetic process	GO:0009693
AT4G26210	proton motive force-driven ATP synthesis	GO:0015986
AT4G26230	cytoplasmic translation	GO:0002181
AT4G26240	secondary metabolic process	GO:0019748
AT4G26250	galactose metabolic process	GO:0006012
AT4G26260	syncytium formation	GO:0006949
AT4G26260	inositol catabolic process	GO:0019310
AT4G26260	L-ascorbic acid biosynthetic process	GO:0019853
AT4G26270	fructose 6-phosphate metabolic process	GO:0006002
AT4G26270	glycolytic process	GO:0006096
AT4G26270	root epidermal cell differentiation	GO:0010053
AT4G26270	cellular response to hypoxia	GO:0071456
AT4G26288	biological_process	GO:0008150
AT4G26300	arginyl-tRNA aminoacylation	GO:0006420
AT4G26300	embryo development ending in seed dormancy	GO:0009793
AT4G26310	biological_process	GO:0008150
AT4G26320	cell differentiation	GO:0030154
AT4G26320	root development	GO:0048364
AT4G26320	developmental growth	GO:0048589
AT4G26320	cell wall organization or biogenesis	GO:0071554
AT4G26320	plant epidermis development	GO:0090558
AT4G26340	biological_process	GO:0008150
AT4G26370	DNA-templated transcription termination	GO:0006353
AT4G26370	regulation of DNA-templated transcription	GO:0006355
AT4G26370	response to light stimulus	GO:0009416
AT4G26370	seed development	GO:0048316
AT4G26400	protein ubiquitination	GO:0016567
AT4G26410	cellular response to glucose stimulus	GO:0071333
AT4G26410	regulation of glucose mediated signaling pathway	GO:1902659
AT4G26420	methylation	GO:0032259
AT4G26430	protein deneddylation	GO:0000338
AT4G26430	ubiquitin-dependent protein catabolic process	GO:0006511
AT4G26430	multicellular organism development	GO:0007275
AT4G26430	COP9 signalosome assembly	GO:0010387
AT4G26440	regulation of DNA-templated transcription	GO:0006355
AT4G26440	response to cold	GO:0009409
AT4G26440	pollen development	GO:0009555
AT4G26440	pollen germination	GO:0009846
AT4G26450	organelle organization	GO:0006996
AT4G26450	flower development	GO:0009908
AT4G26450	vegetative to reproductive phase transition of meristem	GO:0010228
AT4G26450	epigenetic regulation of gene expression	GO:0040029
AT4G26450	negative regulation of DNA-templated transcription	GO:0045892
AT4G26450	regulation of developmental process	GO:0050793
AT4G26455	nucleus organization	GO:0006997
AT4G26460	methylation	GO:0032259
AT4G26470	root development	GO:0048364
AT4G26480	regulation of mRNA splicing, via spliceosome	GO:0048024
AT4G26490	biological_process	GO:0008150
AT4G26500	embryo development ending in seed dormancy	GO:0009793
AT4G26500	iron-sulfur cluster assembly	GO:0016226
AT4G26510	UMP salvage	GO:0044206
AT4G26510	CTP salvage	GO:0044211
AT4G26520	response to hypoxia	GO:0001666
AT4G26520	gluconeogenesis	GO:0006094
AT4G26520	glycolytic process	GO:0006096
AT4G26520	pentose-phosphate shunt	GO:0006098
AT4G26520	fructose 1,6-bisphosphate metabolic process	GO:0030388
AT4G26530	gluconeogenesis	GO:0006094
AT4G26530	glycolytic process	GO:0006096
AT4G26530	fructose 1,6-bisphosphate metabolic process	GO:0030388
AT4G26540	protein phosphorylation	GO:0006468
AT4G26540	maintenance of root meristem identity	GO:0010078
AT4G26540	regulation of root meristem growth	GO:0010082
AT4G26540	regulation of root development	GO:2000280
AT4G26550	response to salicylic acid	GO:0009751
AT4G26550	vesicle-mediated transport	GO:0016192
AT4G26550	regulation of defense response	GO:0031347
AT4G26550	pollen tube development	GO:0048868
AT4G26550	defense response to fungus	GO:0050832
AT4G26555	response to water deprivation	GO:0009414
AT4G26555	response to light stimulus	GO:0009416
AT4G26555	response to high light intensity	GO:0009644
AT4G26555	regulation of protein stability	GO:0031647
AT4G26570	detection of calcium ion	GO:0005513
AT4G26570	calcium-mediated signaling	GO:0019722
AT4G26570	potassium ion homeostasis	GO:0055075
AT4G26580	tissue development	GO:0009888
AT4G26580	secondary metabolic process	GO:0019748
AT4G26580	cell differentiation	GO:0030154
AT4G26580	positive regulation of DNA-templated transcription	GO:0045893
AT4G26590	oligopeptide transport	GO:0006857
AT4G26600	RNA methylation	GO:0001510
AT4G26600	RNA processing	GO:0006396
AT4G26610	protein phosphorylation	GO:0006468
AT4G26610	phototropism	GO:0009638
AT4G26610	basipetal auxin transport	GO:0010540
AT4G26620	biological_process	GO:0008150
AT4G26630	chromatin remodeling	GO:0006338
AT4G26630	regulation of DNA-templated transcription	GO:0006355
AT4G26630	response to salt stress	GO:0009651
AT4G26630	negative regulation of DNA-templated transcription	GO:0045892
AT4G26630	regulation of double-strand break repair	GO:2000779
AT4G26640	regulation of DNA-templated transcription	GO:0006355
AT4G26640	response to wounding	GO:0009611
AT4G26640	response to 1-aminocyclopropane-1-carboxylic acid	GO:0009961
AT4G26640	positive regulation of DNA-templated transcription	GO:0045893
AT4G26650	regulation of translation	GO:0006417
AT4G26660	microtubule-based movement	GO:0007018
AT4G26660	cytoskeleton-dependent intracellular transport	GO:0030705
AT4G26670	protein targeting to chloroplast	GO:0045036
AT4G26670	protein insertion into mitochondrial inner membrane	GO:0045039
AT4G26680	seed development	GO:0048316
AT4G26690	lipid metabolic process	GO:0006629
AT4G26690	cell tip growth	GO:0009932
AT4G26690	trichome differentiation	GO:0010026
AT4G26690	root epidermal cell differentiation	GO:0010053
AT4G26690	guard cell morphogenesis	GO:0010442
AT4G26690	root hair cell differentiation	GO:0048765
AT4G26690	plant-type cell wall cellulose metabolic process	GO:0052541
AT4G26700	circadian rhythm	GO:0007623
AT4G26700	actin filament bundle assembly	GO:0051017
AT4G26700	actin filament network formation	GO:0051639
AT4G26701	DNA topological change	GO:0006265
AT4G26710	transmembrane transport	GO:0055085
AT4G26720	double-strand break repair via homologous recombination	GO:0000724
AT4G26720	protein dephosphorylation	GO:0006470
AT4G26720	reciprocal meiotic recombination	GO:0007131
AT4G26740	defense response	GO:0006952
AT4G26740	embryo development ending in seed dormancy	GO:0009793
AT4G26740	seed maturation	GO:0010431
AT4G26740	negative regulation of lipid storage	GO:0010888
AT4G26740	oxylipin biosynthetic process	GO:0031408
AT4G26740	lipid droplet organization	GO:0034389
AT4G26750	pollen development	GO:0009555
AT4G26750	vesicle-mediated transport	GO:0016192
AT4G26750	endosomal transport	GO:0016197
AT4G26750	late endosome to vacuole transport via multivesicular body sorting pathway	GO:0032511
AT4G26750	mucilage extrusion from seed coat	GO:0080001
AT4G26750	defense response to other organism	GO:0098542
AT4G26750	positive regulation of defense response to bacterium	GO:1900426
AT4G26750	regulation of vacuolar transport	GO:1903335
AT4G26760	microtubule cytoskeleton organization	GO:0000226
AT4G26760	cytokinesis by cell plate formation	GO:0000911
AT4G26760	post-embryonic root development	GO:0048528
AT4G26760	cell division	GO:0051301
AT4G26770	CDP-diacylglycerol biosynthetic process	GO:0016024
AT4G26770	cell wall organization or biogenesis	GO:0071554
AT4G26780	protein folding	GO:0006457
AT4G26780	response to heat	GO:0009408
AT4G26780	heat acclimation	GO:0010286
AT4G26780	protein import into mitochondrial matrix	GO:0030150
AT4G26800	biological_process	GO:0008150
AT4G26810	biological_process	GO:0008150
AT4G26830	carbohydrate metabolic process	GO:0005975
AT4G26830	tissue development	GO:0009888
AT4G26840	response to heat	GO:0009408
AT4G26840	heat acclimation	GO:0010286
AT4G26840	protein sumoylation	GO:0016925
AT4G26840	negative regulation of DNA-binding transcription factor activity	GO:0043433
AT4G26850	glucose metabolic process	GO:0006006
AT4G26850	response to heat	GO:0009408
AT4G26850	response to jasmonic acid	GO:0009753
AT4G26850	L-ascorbic acid metabolic process	GO:0019852
AT4G26850	L-ascorbic acid biosynthetic process	GO:0019853
AT4G26850	defense response to bacterium	GO:0042742
AT4G26850	defense response by callose deposition in cell wall	GO:0052544
AT4G26860	response to oxidative stress	GO:0006979
AT4G26860	response to red or far red light	GO:0009639
AT4G26860	protein-containing complex assembly	GO:0065003
AT4G26860	cell wall organization or biogenesis	GO:0071554
AT4G26870	aspartyl-tRNA aminoacylation	GO:0006422
AT4G26890	protein phosphorylation	GO:0006468
AT4G26890	signal transduction	GO:0007165
AT4G26890	protein autophosphorylation	GO:0046777
AT4G26900	histidine biosynthetic process	GO:0000105
AT4G26910	tricarboxylic acid cycle	GO:0006099
AT4G26910	L-lysine catabolic process to acetyl-CoA via saccharopine	GO:0033512
AT4G26940	protein glycosylation	GO:0006486
AT4G26940	cellulose biosynthetic process	GO:0030244
AT4G26950	positive regulation of cellular process	GO:0048522
AT4G26960	macromolecule catabolic process	GO:0009057
AT4G26960	meiotic cell cycle process	GO:1903046
AT4G26965	mitochondrial respiratory chain complex I assembly	GO:0032981
AT4G26970	tricarboxylic acid cycle	GO:0006099
AT4G26970	citrate metabolic process	GO:0006101
AT4G26970	isocitrate metabolic process	GO:0006102
AT4G26970	response to oxidative stress	GO:0006979
AT4G26970	response to iron ion starvation	GO:1990641
AT4G26980	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	GO:0031146
AT4G26990	stress granule assembly	GO:0034063
AT4G27000	shoot system development	GO:0048367
AT4G27010	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000463
AT4G27010	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000466
AT4G27020	response to inorganic substance	GO:0010035
AT4G27030	unsaturated fatty acid biosynthetic process	GO:0006636
AT4G27030	phosphatidylglycerol metabolic process	GO:0046471
AT4G27040	vesicle-mediated transport	GO:0016192
AT4G27040	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:0043328
AT4G27050	protein ubiquitination	GO:0016567
AT4G27060	multicellular organism development	GO:0007275
AT4G27060	unidimensional cell growth	GO:0009826
AT4G27060	circumnutation	GO:0010031
AT4G27070	tryptophan biosynthetic process	GO:0000162
AT4G27080	seed development	GO:0048316
AT4G27080	organonitrogen compound catabolic process	GO:1901565
AT4G27090	translation	GO:0006412
AT4G27090	ribosomal large subunit biogenesis	GO:0042273
AT4G27100	activation of GTPase activity	GO:0090630
AT4G27110	pollen tube growth	GO:0009860
AT4G27110	pollen tube guidance	GO:0010183
AT4G27110	cellulose microfibril organization	GO:0010215
AT4G27110	cell wall organization	GO:0071555
AT4G27130	translational initiation	GO:0006413
AT4G27140	defense response	GO:0006952
AT4G27140	response to wounding	GO:0009611
AT4G27140	organic acid biosynthetic process	GO:0016053
AT4G27140	carboxylic acid metabolic process	GO:0019752
AT4G27140	seed development	GO:0048316
AT4G27140	anatomical structure maturation	GO:0071695
AT4G27140	cellular response to oxygen-containing compound	GO:1901701
AT4G27150	biological_process	GO:0008150
AT4G27160	response to temperature stimulus	GO:0009266
AT4G27160	seed maturation	GO:0010431
AT4G27170	biological_process	GO:0008150
AT4G27180	microtubule-based movement	GO:0007018
AT4G27180	spindle assembly	GO:0051225
AT4G27230	response to light stimulus	GO:0009416
AT4G27230	negative regulation of metabolic process	GO:0009892
AT4G27230	negative regulation of macromolecule metabolic process	GO:0010605
AT4G27240	regulation of DNA-templated transcription	GO:0006355
AT4G27260	response to auxin	GO:0009733
AT4G27260	camalexin biosynthetic process	GO:0010120
AT4G27260	auxin homeostasis	GO:0010252
AT4G27260	positive regulation of camalexin biosynthetic process	GO:1901183
AT4G27270	response to organonitrogen compound	GO:0010243
AT4G27280	response to auxin	GO:0009733
AT4G27280	cellular response to hypoxia	GO:0071456
AT4G27310	regulation of DNA-templated transcription	GO:0006355
AT4G27310	negative regulation of photomorphogenesis	GO:0010100
AT4G27310	negative regulation of DNA-templated transcription	GO:0045892
AT4G27310	seedling development	GO:0090351
AT4G27320	response to molecule of fungal origin	GO:0002238
AT4G27330	sporocyte differentiation	GO:0048533
AT4G27330	anther development	GO:0048653
AT4G27340	tRNA N1-guanine methylation	GO:0002939
AT4G27340	tRNA methylation	GO:0030488
AT4G27350	response to salt stress	GO:0009651
AT4G27350	response to abscisic acid	GO:0009737
AT4G27350	hormone-mediated signaling pathway	GO:0009755
AT4G27350	regulation of developmental process	GO:0050793
AT4G27350	cellular response to oxygen-containing compound	GO:1901701
AT4G27360	microtubule-based process	GO:0007017
AT4G27380	response to inorganic substance	GO:0010035
AT4G27390	response to light stimulus	GO:0009416
AT4G27410	regulation of DNA-templated transcription	GO:0006355
AT4G27410	response to water deprivation	GO:0009414
AT4G27410	response to abscisic acid	GO:0009737
AT4G27410	positive regulation of DNA-templated transcription	GO:0045893
AT4G27410	regulation of leaf senescence	GO:1900055
AT4G27415	biological_process	GO:0008150
AT4G27420	pollen wall assembly	GO:0010208
AT4G27420	stem vascular tissue pattern formation	GO:0010222
AT4G27420	cotyledon vascular tissue pattern formation	GO:0010588
AT4G27420	transmembrane transport	GO:0055085
AT4G27420	glycoside transport	GO:1901656
AT4G27430	response to light stimulus	GO:0009416
AT4G27430	anthocyanin-containing compound biosynthetic process	GO:0009718
